Al	-1,ROOT,root	_	PROPN
-	-1,PROPN,punct	_	PUNCT
Zaman	-1,PROPN,flat	_	PROPN
:	-2,PROPN,punct	_	PUNCT
American	1,NOUN,amod	_	ADJ
forces	1,FRAME,ARG0	_	NOUN
killed	-2,PROPN,parataxis	V.01	VERB
Shaikh	-1,FRAME,ARG1	_	PROPN
Abdullah	-1,PROPN,flat	_	PROPN
al	-2,PROPN,flat	_	PROPN
-	-3,PROPN,punct	_	PUNCT
Ani	-3,PROPN,flat	_	PROPN
,	-4,PROPN,punct	_	PUNCT
the	1,NOUN,det	_	DET
preacher	-4,PROPN,appos	_	NOUN
at	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
mosque	-1,FRAME,ARGM-LOC	_	NOUN
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
town	-1,NOUN,nmod	_	NOUN
of	1,PROPN,case	_	ADP
Qaim	-1,NOUN,nmod	_	PROPN
,	-1,NOUN,punct	_	PUNCT
near	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
Syrian	1,NOUN,amod	_	ADJ
border	-1,NOUN,nmod	_	NOUN
.	<UNKNOWN>	_	PUNCT

[	1,VERB,punct	_	PUNCT
This	1,NOUN,det	_	DET
killing	2,FRAME,ARG0	V.01	NOUN
of	1,NOUN,case	_	ADP
a	1,NOUN,det	_	DET
respected	1,NOUN,amod	_	ADJ
cleric	-1,FRAME,ARG1	_	NOUN
will	2,FRAME,ARGM-MOD	_	AUX
be	1,VERB,aux	V.03	AUX
causing	-1,ROOT,root	V.01	VERB
us	-1,FRAME,ARGM-GOL	_	PRON
trouble	-1,FRAME,ARG1	_	NOUN
for	1,NOUN,case	_	ADP
years	-1,FRAME,ARGM-TMP	_	NOUN
to	1,VERB,mark	_	PART
come	-1,NOUN,acl	V.01	VERB
.	-2,VERB,punct	_	PUNCT
]	-2,VERB,punct	_	PUNCT

DPA	-1,ROOT,root	_	PROPN
:	-1,PROPN,punct	_	PUNCT
Iraqi	1,NOUN,amod	_	ADJ
authorities	1,FRAME,ARG0	_	NOUN
announced	-1,PROPN,parataxis	V.01	VERB
that	1,VERB,mark	_	SCONJ
they	2,FRAME,ARG0	_	PRON
had	1,VERB,aux	V.01	AUX
busted	-2,FRAME,ARG1	V.04	VERB
up	-1,VERB,compound:prt	_	ADP
3	1,NOUN,nummod	_	NUM
terrorist	1,NOUN,amod	_	ADJ
cells	-1,FRAME,ARG1	_	NOUN
operating	-1,NOUN,acl	V.01	VERB
in	1,PROPN,case	_	ADP
Baghdad	-1,FRAME,ARGM-LOC	_	PROPN
.	-2,PROPN,punct	_	PUNCT

Two	3,FRAME,ARG1	_	NUM
of	1,PRON,case	_	ADP
them	-1,NUM,nmod	_	PRON
were	1,VERB,aux	V.03	AUX
being	1,VERB,aux:pass	V.03	AUX
run	-1,ROOT,root	V.01	VERB
by	1,NOUN,case	_	ADP
2	1,NOUN,nummod	_	NUM
officials	-1,FRAME,ARG0	_	NOUN
of	1,PROPN,case	_	ADP
the	1,PROPN,det	_	DET
Ministry	-1,NOUN,nmod	_	PROPN
of	1,PROPN,case	_	ADP
the	1,PROPN,det	_	DET
Interior	-1,PROPN,nmod	_	PROPN
!	-1,VERB,punct	_	PUNCT

The	1,PROPN,det	_	DET
MoI	1,FRAME,ARG1	_	PROPN
in	1,PROPN,case	_	ADP
Iraq	-1,PROPN,nmod	_	PROPN
is	1,ADJ,cop	V.01	AUX
equivalent	-1,FRAME,ARG2	V.01	ADJ
to	2,PROPN,case	_	ADP
the	2,PROPN,det	_	DET
US	1,PROPN,compound	_	PROPN
FBI	-1,FRAME,ARG2	_	PROPN
,	-1,ADJ,punct	_	PUNCT
so	1,FRAME,ARGM-ADV	_	ADV
this	1,FRAME,ARG1	_	PRON
would	1,FRAME,ARGM-MOD	_	AUX
be	-1,ADJ,parataxis	V.01	VERB
like	1,VERB,mark	_	SCONJ
having	-1,FRAME,ARG2	V.04	VERB
J.	1,FRAME,ARG0	_	PROPN
Edgar	-1,PROPN,flat	_	PROPN
Hoover	-2,PROPN,flat	_	PROPN
unwittingly	1,FRAME,ARGM-MNR	_	ADV
employ	-1,FRAME,ARG1	V.01	VERB
at	1,NOUN,case	_	ADP
a	1,NOUN,det	_	DET
high	1,NOUN,amod	_	ADJ
level	-1,FRAME,ARGM-ADV	_	NOUN
members	-1,FRAME,ARG1	_	NOUN
of	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
Weathermen	1,NOUN,compound	_	PROPN
bombers	-1,NOUN,nmod	_	NOUN
back	-1,FRAME,ARGM-TMP	_	ADV
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
1960s	-1,FRAME,ARGM-TMP	_	NOUN
.	-2,ADJ,punct	_	PUNCT

The	1,ADJ,det	_	DET
third	3,FRAME,ARG1	_	ADJ
was	1,VERB,aux	V.03	AUX
being	1,VERB,aux:pass	V.03	AUX
run	-1,ROOT,root	V.01	VERB
by	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
head	-1,FRAME,ARG0	_	NOUN
of	2,NOUN,case	_	ADP
an	2,NOUN,det	_	DET
investment	1,NOUN,compound	_	NOUN
firm	-2,NOUN,nmod	_	NOUN
.	-1,VERB,punct	_	PUNCT

You	1,FRAME,ARG0	_	PRON
wonder	-1,ROOT,root	V.01	VERB
if	1,VERB,mark	_	SCONJ
he	2,FRAME,ARG0	_	PRON
was	1,VERB,aux	V.03	AUX
manipulating	-2,FRAME,ARG1	V.02	VERB
the	1,NOUN,det	_	DET
market	-1,FRAME,ARG1	_	NOUN
with	2,NOUN,case	_	ADP
his	2,NOUN,nmod:poss	_	PRON
bombing	1,NOUN,compound	_	NOUN
targets	-1,FRAME,ARGM-MNR	_	NOUN
.	-2,VERB,punct	_	PUNCT

The	1,NOUN,det	_	DET
cells	2,FRAME,ARG0	_	NOUN
were	1,VERB,aux	V.03	AUX
operating	-1,ROOT,root	V.01	VERB
in	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
Ghazaliyah	1,NOUN,compound	_	PROPN
and	2,PROPN,cc	_	CCONJ
al	1,PROPN,compound	_	PROPN
-	1,PROPN,punct	_	PUNCT
Jihad	-2,PROPN,conj	_	PROPN
districts	-1,FRAME,ARGM-LOC	_	NOUN
of	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
capital	-1,NOUN,nmod	_	NOUN
.	-1,VERB,punct	_	PUNCT

Although	1,VERB,mark	_	SCONJ
the	1,NOUN,det	_	DET
announcement	<UNKNOWN>	V.01	NOUN
was	1,VERB,aux:pass	V.03	AUX
probably	1,VERB,advmod	_	ADV
made	<UNKNOWN>	V.LV	VERB
to	1,VERB,mark	_	PART
show	-1,VERB,xcomp	V.01	VERB
progress	-1,FRAME,ARG1	V.01	NOUN
in	1,VERB,mark	_	SCONJ
identifying	-1,FRAME,ARG4	V.01	VERB
and	1,VERB,cc	_	CCONJ
breaking	-1,VERB,conj	V.08	VERB
up	-1,VERB,compound:prt	_	ADP
terror	1,NOUN,compound	_	NOUN
cells	-2,FRAME,ARG1	_	NOUN
,	1,VERB,punct	_	PUNCT
I	2,FRAME,ARG0	_	PRON
do	1,VERB,aux	V.01	AUX
n't	1,FRAME,ARGM-NEG	_	PART
find	-1,ROOT,root	V.02	VERB
the	1,NOUN,det	_	DET
news	-1,FRAME,ARG1	_	NOUN
that	1,VERB,mark	_	SCONJ
the	1,PROPN,det	_	DET
Baathists	1,FRAME,ARG0	_	PROPN
continue	-1,NOUN,acl	V.01	VERB
to	1,VERB,mark	_	PART
penetrate	-1,FRAME,ARG1	V.01	VERB
the	1,NOUN,det	_	DET
Iraqi	1,NOUN,amod	_	ADJ
government	-1,FRAME,ARG1	_	NOUN
very	1,ADJ,advmod	_	ADV
hopeful	-3,FRAME,ARG1	_	ADJ
.	-3,VERB,punct	_	PUNCT

It	1,FRAME,ARG0	_	PRON
reminds	-1,ROOT,root	V.01	VERB
me	-1,FRAME,ARG2	_	PRON
too	1,ADV,advmod	_	ADV
much	-1,FRAME,ARGM-EXT	_	ADV
of	1,NOUN,case	_	ADP
the	1,NOUN,det	_	DET
ARVN	1,NOUN,compound	_	PROPN
